uniq_id	city	state	zip
4758	Mayagüez	Puerto Rico	901
4759	San Juan	Puerto Rico	612
4760	Mayagüez	Puerto Rico	716
4761	Bayamón	Puerto Rico	976
4762	Guaynabo	Puerto Rico	969
4763	Ponce	Puerto Rico	716
4764	Toa Baja	Puerto Rico	901
4765	Trujillo Alto	Puerto Rico	716
4766	Ponce	Puerto Rico	725
4767	Bayamón	Puerto Rico	725
4768	Trujillo Alto	Puerto Rico	901
4769	Arecibo	Puerto Rico	680
4770	Carolina	Puerto Rico	901
4771	Caguas	Puerto Rico	969
4772	Guaynabo	Puerto Rico	612
4773	Toa Baja	Puerto Rico	969
4774	Mayagüez	Puerto Rico	901
4775	Ponce	Puerto Rico	959
4776	Trujillo Alto	Puerto Rico	983
4777	San Juan	Puerto Rico	976
4778	San Juan	Puerto Rico	612
4779	Mayagüez	Puerto Rico	725
4780	San Juan	Puerto Rico	983
4781	Guaynabo	Puerto Rico	680
4782	Caguas	Puerto Rico	680
4783	Mayagüez	Puerto Rico	949
4784	Ponce	Puerto Rico	949
4785	Trujillo Alto	Puerto Rico	716
4786	Trujillo Alto	Puerto Rico	969
4787	Ponce	Puerto Rico	680
4788	Carolina	Puerto Rico	976
4789	Caguas	Puerto Rico	680
4790	Arecibo	Puerto Rico	901
4791	Bayamón	Puerto Rico	976
4792	Toa Baja	Puerto Rico	612
4793	Bayamón	Puerto Rico	959
4794	Carolina	Puerto Rico	680
4795	Caguas	Puerto Rico	969
4796	Mayagüez	Puerto Rico	959
4797	Mayagüez	Puerto Rico	716
4798	Mayagüez	Puerto Rico	976
4799	Mayagüez	Puerto Rico	901
4800	Caguas	Puerto Rico	716
4801	Bayamón	Puerto Rico	901
4802	Mayagüez	Puerto Rico	612
4803	Toa Baja	Puerto Rico	680
4804	Trujillo Alto	Puerto Rico	716
4805	Guaynabo	Puerto Rico	969
4806	Ponce	Puerto Rico	725
4807	Arecibo	Puerto Rico	949
4808	Arecibo	Puerto Rico	716
4809	Toa Baja	Puerto Rico	716
4810	Toa Baja	Puerto Rico	725
4811	Guaynabo	Puerto Rico	716
4812	Guaynabo	Puerto Rico	976
4813	San Juan	Puerto Rico	949
4814	Caguas	Puerto Rico	716
4815	San Juan	Puerto Rico	983
4816	Ponce	Puerto Rico	612
4817	Arecibo	Puerto Rico	949
4818	Caguas	Puerto Rico	612
4819	Caguas	Puerto Rico	612
4820	Mayagüez	Puerto Rico	969
4821	Arecibo	Puerto Rico	976
4822	Arecibo	Puerto Rico	901
4823	Bayamón	Puerto Rico	959
4824	Toa Baja	Puerto Rico	612
4825	Trujillo Alto	Puerto Rico	959
4826	Toa Baja	Puerto Rico	949
4827	Caguas	Puerto Rico	612
4828	Toa Baja	Puerto Rico	901
4829	Carolina	Puerto Rico	969
4830	San Juan	Puerto Rico	901
4831	Caguas	Puerto Rico	983
4832	Bayamón	Puerto Rico	612
4833	Carolina	Puerto Rico	959
4834	Trujillo Alto	Puerto Rico	612
4835	Ponce	Puerto Rico	976
4836	Ponce	Puerto Rico	969
4837	Guaynabo	Puerto Rico	680
4838	Caguas	Puerto Rico	949
4839	Mayagüez	Puerto Rico	680
4840	Guaynabo	Puerto Rico	969
4841	Carolina	Puerto Rico	680
4842	San Juan	Puerto Rico	901
4843	Guaynabo	Puerto Rico	969
4844	Arecibo	Puerto Rico	976
4845	Carolina	Puerto Rico	725
4846	Guaynabo	Puerto Rico	976
4847	Carolina	Puerto Rico	680
4848	Guaynabo	Puerto Rico	612
4849	San Juan	Puerto Rico	983
4850	Guaynabo	Puerto Rico	725
4851	Guaynabo	Puerto Rico	725
4852	Arecibo	Puerto Rico	969
4853	Toa Baja	Puerto Rico	901
4854	Caguas	Puerto Rico	901
4855	Caguas	Puerto Rico	725
4856	Caguas	Puerto Rico	949
4857	Trujillo Alto	Puerto Rico	901
4858	Carolina	Puerto Rico	725
4859	Bayamón	Puerto Rico	969
4860	Carolina	Puerto Rico	901
4861	Carolina	Puerto Rico	969
4862	Mayagüez	Puerto Rico	680
4863	San Juan	Puerto Rico	976
4864	Mayagüez	Puerto Rico	976
4865	Trujillo Alto	Puerto Rico	983
4866	Guaynabo	Puerto Rico	959
4867	Trujillo Alto	Puerto Rico	969
4868	San Juan	Puerto Rico	725
4869	Arecibo	Puerto Rico	976
4870	Toa Baja	Puerto Rico	901
4871	Bayamón	Puerto Rico	725
4872	Mayagüez	Puerto Rico	969
4873	Toa Baja	Puerto Rico	612
4874	Guaynabo	Puerto Rico	949
4875	San Juan	Puerto Rico	976
4876	Carolina	Puerto Rico	612
4877	San Juan	Puerto Rico	716
4878	Toa Baja	Puerto Rico	969
4879	Carolina	Puerto Rico	983
4880	Arecibo	Puerto Rico	976
4881	Trujillo Alto	Puerto Rico	969
4882	Toa Baja	Puerto Rico	983
4883	Toa Baja	Puerto Rico	949
4884	Arecibo	Puerto Rico	716
4885	San Juan	Puerto Rico	716
4886	Guaynabo	Puerto Rico	959
4887	Mayagüez	Puerto Rico	612
4888	San Juan	Puerto Rico	969
4889	Arecibo	Puerto Rico	725
4890	Ponce	Puerto Rico	949
4891	Trujillo Alto	Puerto Rico	949
4892	Bayamón	Puerto Rico	716
4893	Carolina	Puerto Rico	969
4894	Toa Baja	Puerto Rico	725
4895	Caguas	Puerto Rico	680
4896	Caguas	Puerto Rico	680
4897	Carolina	Puerto Rico	959
4898	Caguas	Puerto Rico	901
4899	Carolina	Puerto Rico	969
4900	Carolina	Puerto Rico	901
4901	Caguas	Puerto Rico	716
4902	Trujillo Alto	Puerto Rico	976
4903	Ponce	Puerto Rico	716
4904	Toa Baja	Puerto Rico	612
4905	Caguas	Puerto Rico	901
4906	Ponce	Puerto Rico	680
4907	Caguas	Puerto Rico	959
4908	Caguas	Puerto Rico	612
4909	Mayagüez	Puerto Rico	983
4910	Ponce	Puerto Rico	680
4911	Caguas	Puerto Rico	959
4912	Carolina	Puerto Rico	959
4913	Arecibo	Puerto Rico	716
4914	Bayamón	Puerto Rico	983
4915	San Juan	Puerto Rico	612
4916	Arecibo	Puerto Rico	969
4917	Toa Baja	Puerto Rico	716
4918	Carolina	Puerto Rico	680
4919	Caguas	Puerto Rico	976
4920	Bayamón	Puerto Rico	612
4921	Trujillo Alto	Puerto Rico	949
4922	Toa Baja	Puerto Rico	716
4923	San Juan	Puerto Rico	976
4924	Toa Baja	Puerto Rico	680
4925	Caguas	Puerto Rico	983
4926	Ponce	Puerto Rico	680
4927	Trujillo Alto	Puerto Rico	901
4928	Trujillo Alto	Puerto Rico	983
4929	Trujillo Alto	Puerto Rico	725
4930	Trujillo Alto	Puerto Rico	983
4931	Mayagüez	Puerto Rico	612
4932	Guaynabo	Puerto Rico	612
4933	Arecibo	Puerto Rico	976
4934	Toa Baja	Puerto Rico	959
4935	Bayamón	Puerto Rico	680
4936	Bayamón	Puerto Rico	901
4937	Caguas	Puerto Rico	976
4938	Mayagüez	Puerto Rico	680
4939	Mayagüez	Puerto Rico	716
4940	Carolina	Puerto Rico	976
4941	Bayamón	Puerto Rico	959
4942	Caguas	Puerto Rico	612
4943	Carolina	Puerto Rico	716
4944	Toa Baja	Puerto Rico	725
4945	Trujillo Alto	Puerto Rico	949
4946	Arecibo	Puerto Rico	983
4947	Caguas	Puerto Rico	612
4948	Guaynabo	Puerto Rico	716
4949	Toa Baja	Puerto Rico	680
4950	Arecibo	Puerto Rico	901
4951	Toa Baja	Puerto Rico	716
4952	Guaynabo	Puerto Rico	901
4953	Trujillo Alto	Puerto Rico	612
4954	Trujillo Alto	Puerto Rico	725
4955	Ponce	Puerto Rico	959
4956	Caguas	Puerto Rico	983
4957	San Juan	Puerto Rico	983
4958	Toa Baja	Puerto Rico	901
4959	Mayagüez	Puerto Rico	959
4960	Trujillo Alto	Puerto Rico	680
4961	San Juan	Puerto Rico	901
4962	Bayamón	Puerto Rico	725
4963	Bayamón	Puerto Rico	725
4964	Caguas	Puerto Rico	680
4965	Caguas	Puerto Rico	725
4966	Caguas	Puerto Rico	976
4967	Ponce	Puerto Rico	976
4968	Carolina	Puerto Rico	949
4969	San Juan	Puerto Rico	969
4970	Bayamón	Puerto Rico	725
4971	Bayamón	Puerto Rico	949
4972	San Juan	Puerto Rico	959
4973	San Juan	Puerto Rico	959
4974	Toa Baja	Puerto Rico	725
4975	Arecibo	Puerto Rico	725
4976	Carolina	Puerto Rico	983
4977	Caguas	Puerto Rico	901
4978	Carolina	Puerto Rico	959
4979	Arecibo	Puerto Rico	959
4980	Bayamón	Puerto Rico	716
4981	Trujillo Alto	Puerto Rico	983
4982	Mayagüez	Puerto Rico	716
4983	Arecibo	Puerto Rico	976
4984	Guaynabo	Puerto Rico	612
4985	Carolina	Puerto Rico	716
4986	Ponce	Puerto Rico	949
4987	Ponce	Puerto Rico	901
4988	Toa Baja	Puerto Rico	901
4989	Arecibo	Puerto Rico	983
4990	Ponce	Puerto Rico	725
4991	Caguas	Puerto Rico	959
4992	Caguas	Puerto Rico	716
4993	Caguas	Puerto Rico	901
4994	Mayagüez	Puerto Rico	901
4995	Caguas	Puerto Rico	680
4996	Caguas	Puerto Rico	959
4997	Toa Baja	Puerto Rico	725
4998	Carolina	Puerto Rico	725
4999	Carolina	Puerto Rico	969
5000	Carolina	Puerto Rico	716
5001	Ponce	Puerto Rico	983
5002	San Juan	Puerto Rico	680
5003	Toa Baja	Puerto Rico	983
5004	San Juan	Puerto Rico	680
5005	Trujillo Alto	Puerto Rico	901
5006	Carolina	Puerto Rico	983
5007	Ponce	Puerto Rico	612
5008	Guaynabo	Puerto Rico	680
5009	Guaynabo	Puerto Rico	976
5010	Mayagüez	Puerto Rico	969
5011	San Juan	Puerto Rico	680
5012	Arecibo	Puerto Rico	959
5013	Toa Baja	Puerto Rico	983
5014	Ponce	Puerto Rico	725
5015	Trujillo Alto	Puerto Rico	983
5016	San Juan	Puerto Rico	725
5017	Mayagüez	Puerto Rico	983
5018	Bayamón	Puerto Rico	969
5019	Carolina	Puerto Rico	901
5020	Toa Baja	Puerto Rico	680
5021	Arecibo	Puerto Rico	725
5022	Arecibo	Puerto Rico	716
5023	Guaynabo	Puerto Rico	716
5024	San Juan	Puerto Rico	725
5025	Carolina	Puerto Rico	949
5026	Toa Baja	Puerto Rico	725
5027	Bayamón	Puerto Rico	976
5028	Caguas	Puerto Rico	983
5029	Ponce	Puerto Rico	949
5030	San Juan	Puerto Rico	949
5031	Caguas	Puerto Rico	716
5032	Ponce	Puerto Rico	959
5033	Ponce	Puerto Rico	976
5034	Toa Baja	Puerto Rico	959
5035	Trujillo Alto	Puerto Rico	949
5036	Arecibo	Puerto Rico	725
5037	Caguas	Puerto Rico	959
5038	Caguas	Puerto Rico	976
5039	Ponce	Puerto Rico	969
5040	Arecibo	Puerto Rico	725
5041	Carolina	Puerto Rico	969
5042	Arecibo	Puerto Rico	680
5043	Ponce	Puerto Rico	612
5044	Carolina	Puerto Rico	983
5045	Caguas	Puerto Rico	716
5046	Toa Baja	Puerto Rico	983
5047	Guaynabo	Puerto Rico	612
5048	Arecibo	Puerto Rico	901
5049	Carolina	Puerto Rico	612
5050	San Juan	Puerto Rico	612
5051	Ponce	Puerto Rico	901
5052	Ponce	Puerto Rico	716
5053	Mayagüez	Puerto Rico	612
5054	Trujillo Alto	Puerto Rico	901
5055	Carolina	Puerto Rico	716
5056	Trujillo Alto	Puerto Rico	949
5057	Guaynabo	Puerto Rico	612
5058	San Juan	Puerto Rico	969
5059	San Juan	Puerto Rico	716
5060	Bayamón	Puerto Rico	976
5061	Guaynabo	Puerto Rico	969
5062	Carolina	Puerto Rico	901
5063	Trujillo Alto	Puerto Rico	976
5064	Trujillo Alto	Puerto Rico	983
5065	Toa Baja	Puerto Rico	969
5066	Carolina	Puerto Rico	949
5067	Toa Baja	Puerto Rico	949
5068	Ponce	Puerto Rico	949
5069	San Juan	Puerto Rico	949
5070	Ponce	Puerto Rico	901
5071	Ponce	Puerto Rico	969
5072	Ponce	Puerto Rico	976
5073	Guaynabo	Puerto Rico	949
5074	San Juan	Puerto Rico	612
5075	Caguas	Puerto Rico	959
5076	Carolina	Puerto Rico	716
5077	Guaynabo	Puerto Rico	959
5078	San Juan	Puerto Rico	716
5079	Ponce	Puerto Rico	983
5080	Ponce	Puerto Rico	901
5081	Caguas	Puerto Rico	969
5082	Mayagüez	Puerto Rico	983
5083	San Juan	Puerto Rico	680
5084	Guaynabo	Puerto Rico	725
5085	Mayagüez	Puerto Rico	969
5086	San Juan	Puerto Rico	976
5087	San Juan	Puerto Rico	725
5088	Bayamón	Puerto Rico	612
5089	Bayamón	Puerto Rico	716
5090	Mayagüez	Puerto Rico	949
5091	Ponce	Puerto Rico	680
5092	Caguas	Puerto Rico	680
5093	Ponce	Puerto Rico	725
5094	Toa Baja	Puerto Rico	949
5095	San Juan	Puerto Rico	901
5096	Toa Baja	Puerto Rico	612
5097	Trujillo Alto	Puerto Rico	716
5098	Arecibo	Puerto Rico	716
5099	Toa Baja	Puerto Rico	901
5100	Arecibo	Puerto Rico	969
5101	San Juan	Puerto Rico	949
5102	Arecibo	Puerto Rico	716
5103	Guaynabo	Puerto Rico	716
5104	San Juan	Puerto Rico	959
5105	Ponce	Puerto Rico	983
5106	Carolina	Puerto Rico	725
5107	Caguas	Puerto Rico	959
5108	Ponce	Puerto Rico	901
5109	Toa Baja	Puerto Rico	949
5110	Trujillo Alto	Puerto Rico	612
5111	Ponce	Puerto Rico	983
5112	Carolina	Puerto Rico	725
5113	Toa Baja	Puerto Rico	969
5114	Carolina	Puerto Rico	976
5115	Arecibo	Puerto Rico	612
5116	Guaynabo	Puerto Rico	959
5117	Guaynabo	Puerto Rico	901
5118	Guaynabo	Puerto Rico	949
5119	Caguas	Puerto Rico	969
5120	Ponce	Puerto Rico	716
5121	Trujillo Alto	Puerto Rico	680
5122	Trujillo Alto	Puerto Rico	612
5123	Trujillo Alto	Puerto Rico	976
5124	San Juan	Puerto Rico	949
5125	Trujillo Alto	Puerto Rico	949
5126	Ponce	Puerto Rico	716
5127	Arecibo	Puerto Rico	612
5128	Guaynabo	Puerto Rico	612
5129	Trujillo Alto	Puerto Rico	976
5130	San Juan	Puerto Rico	680
5131	Carolina	Puerto Rico	976
5132	Toa Baja	Puerto Rico	959
5133	Carolina	Puerto Rico	725
5134	San Juan	Puerto Rico	716
5135	Caguas	Puerto Rico	680
5136	Ponce	Puerto Rico	612
5137	Mayagüez	Puerto Rico	725
5138	Arecibo	Puerto Rico	612
5139	Arecibo	Puerto Rico	976
5140	Arecibo	Puerto Rico	976
5141	Ponce	Puerto Rico	959
5142	Carolina	Puerto Rico	959
5143	Bayamón	Puerto Rico	959
5144	Guaynabo	Puerto Rico	969
5145	Trujillo Alto	Puerto Rico	716
5146	Bayamón	Puerto Rico	612
5147	Bayamón	Puerto Rico	983
5148	Caguas	Puerto Rico	969
5149	Mayagüez	Puerto Rico	901
5150	Bayamón	Puerto Rico	901
5151	Trujillo Alto	Puerto Rico	983
5152	Bayamón	Puerto Rico	983
5153	Bayamón	Puerto Rico	983
5154	Caguas	Puerto Rico	969
5155	Caguas	Puerto Rico	725
5156	Bayamón	Puerto Rico	976
5157	Arecibo	Puerto Rico	959
5158	Guaynabo	Puerto Rico	725
5159	Ponce	Puerto Rico	969
5160	San Juan	Puerto Rico	959
5161	Trujillo Alto	Puerto Rico	612
5162	Arecibo	Puerto Rico	969
5163	Caguas	Puerto Rico	680
5164	Ponce	Puerto Rico	716
5165	Guaynabo	Puerto Rico	716
5166	Arecibo	Puerto Rico	612
5167	Carolina	Puerto Rico	612
5168	Mayagüez	Puerto Rico	901
5169	Mayagüez	Puerto Rico	976
5170	Bayamón	Puerto Rico	983
5171	Trujillo Alto	Puerto Rico	949
5172	Toa Baja	Puerto Rico	959
5173	Guaynabo	Puerto Rico	976
5174	San Juan	Puerto Rico	983
5175	Carolina	Puerto Rico	901
5176	Guaynabo	Puerto Rico	983
5177	Toa Baja	Puerto Rico	959
5178	Arecibo	Puerto Rico	983
5179	Toa Baja	Puerto Rico	983
5180	Caguas	Puerto Rico	983
5181	Arecibo	Puerto Rico	901
5182	Mayagüez	Puerto Rico	725
5183	Arecibo	Puerto Rico	901
5184	Arecibo	Puerto Rico	901
5185	Bayamón	Puerto Rico	969
5186	Ponce	Puerto Rico	680
5187	Arecibo	Puerto Rico	716
5188	Carolina	Puerto Rico	983
5189	Toa Baja	Puerto Rico	959
5190	San Juan	Puerto Rico	725
5191	Guaynabo	Puerto Rico	716
5192	Caguas	Puerto Rico	612
5193	Toa Baja	Puerto Rico	983
5194	Caguas	Puerto Rico	725
5195	Trujillo Alto	Puerto Rico	901
5196	Mayagüez	Puerto Rico	959
5197	Bayamón	Puerto Rico	716
5198	Guaynabo	Puerto Rico	716
5199	Toa Baja	Puerto Rico	983
5200	Toa Baja	Puerto Rico	983
5201	Mayagüez	Puerto Rico	725
5202	Carolina	Puerto Rico	969
5203	Mayagüez	Puerto Rico	612
5204	Arecibo	Puerto Rico	983
5205	Ponce	Puerto Rico	949
5206	Bayamón	Puerto Rico	949
5207	Caguas	Puerto Rico	969
5208	Carolina	Puerto Rico	976
5209	Bayamón	Puerto Rico	949
5210	Ponce	Puerto Rico	725
5211	Carolina	Puerto Rico	976
5212	Guaynabo	Puerto Rico	983
5213	Guaynabo	Puerto Rico	976
5214	Guaynabo	Puerto Rico	969
5215	Arecibo	Puerto Rico	680
5216	San Juan	Puerto Rico	725
5217	Toa Baja	Puerto Rico	969
5218	Arecibo	Puerto Rico	725
5219	Arecibo	Puerto Rico	716
5220	Caguas	Puerto Rico	976
5221	Carolina	Puerto Rico	976
5222	Ponce	Puerto Rico	976
5223	Carolina	Puerto Rico	949
5224	Ponce	Puerto Rico	725
5225	Caguas	Puerto Rico	612
5226	Carolina	Puerto Rico	976
5227	Carolina	Puerto Rico	612
5228	Carolina	Puerto Rico	612
5229	Mayagüez	Puerto Rico	976
5230	Mayagüez	Puerto Rico	680
5231	Toa Baja	Puerto Rico	959
5232	Mayagüez	Puerto Rico	959
5233	Mayagüez	Puerto Rico	725
5234	Carolina	Puerto Rico	976
5235	Bayamón	Puerto Rico	716
5236	Bayamón	Puerto Rico	725
5237	Bayamón	Puerto Rico	976
5238	Trujillo Alto	Puerto Rico	725
5239	Carolina	Puerto Rico	949
5240	San Juan	Puerto Rico	969
5241	San Juan	Puerto Rico	612
5242	Trujillo Alto	Puerto Rico	901
5243	Caguas	Puerto Rico	969
5244	Guaynabo	Puerto Rico	725
5245	Bayamón	Puerto Rico	612
5246	Carolina	Puerto Rico	959
5247	Mayagüez	Puerto Rico	725
5248	Caguas	Puerto Rico	976
5249	San Juan	Puerto Rico	969
5250	San Juan	Puerto Rico	612
5251	Caguas	Puerto Rico	716
5252	Arecibo	Puerto Rico	725
5253	Ponce	Puerto Rico	716
5254	Carolina	Puerto Rico	983
5255	San Juan	Puerto Rico	976
5256	Ponce	Puerto Rico	983
5257	Arecibo	Puerto Rico	901
5258	Trujillo Alto	Puerto Rico	983
5259	Carolina	Puerto Rico	680
5260	Ponce	Puerto Rico	680
5261	Toa Baja	Puerto Rico	680
5262	Ponce	Puerto Rico	983
5263	San Juan	Puerto Rico	969
5264	San Juan	Puerto Rico	612
5265	Carolina	Puerto Rico	949
5266	Trujillo Alto	Puerto Rico	612
5267	San Juan	Puerto Rico	725
5268	San Juan	Puerto Rico	680
5269	Carolina	Puerto Rico	680
5270	Mayagüez	Puerto Rico	725
5271	Trujillo Alto	Puerto Rico	680
5272	Trujillo Alto	Puerto Rico	612
5273	Toa Baja	Puerto Rico	949
5274	Ponce	Puerto Rico	680
5275	Caguas	Puerto Rico	983
5276	Carolina	Puerto Rico	959
5277	Mayagüez	Puerto Rico	983
5278	Guaynabo	Puerto Rico	969
5279	Guaynabo	Puerto Rico	976
5280	Trujillo Alto	Puerto Rico	976
5281	Bayamón	Puerto Rico	612
5282	Caguas	Puerto Rico	959
5283	San Juan	Puerto Rico	983
5284	San Juan	Puerto Rico	959
5285	Caguas	Puerto Rico	612
5286	Guaynabo	Puerto Rico	680
5287	Caguas	Puerto Rico	901
5288	Bayamón	Puerto Rico	716
5289	Mayagüez	Puerto Rico	969
5290	Toa Baja	Puerto Rico	716
5291	Caguas	Puerto Rico	983
5292	Arecibo	Puerto Rico	969
5293	Bayamón	Puerto Rico	612
5294	Arecibo	Puerto Rico	725
5295	Arecibo	Puerto Rico	983
5296	Mayagüez	Puerto Rico	949
5297	Toa Baja	Puerto Rico	949
5298	Trujillo Alto	Puerto Rico	983
5299	Arecibo	Puerto Rico	976
5300	Bayamón	Puerto Rico	959
5301	San Juan	Puerto Rico	959
5302	Carolina	Puerto Rico	983
5303	Arecibo	Puerto Rico	716
5304	Guaynabo	Puerto Rico	725
5305	Mayagüez	Puerto Rico	680
5306	Carolina	Puerto Rico	725
5307	Carolina	Puerto Rico	959
5308	Bayamón	Puerto Rico	983
5309	San Juan	Puerto Rico	680
5310	Carolina	Puerto Rico	949
5311	Arecibo	Puerto Rico	680
5312	San Juan	Puerto Rico	612
5313	Caguas	Puerto Rico	725
5314	Bayamón	Puerto Rico	949
5315	Caguas	Puerto Rico	680
5316	Guaynabo	Puerto Rico	725
5317	San Juan	Puerto Rico	959
5318	Arecibo	Puerto Rico	959
5319	Toa Baja	Puerto Rico	976
5320	Toa Baja	Puerto Rico	969
5321	Ponce	Puerto Rico	976
5322	Bayamón	Puerto Rico	716
5323	Toa Baja	Puerto Rico	983
5324	Caguas	Puerto Rico	959
5325	San Juan	Puerto Rico	725
5326	Guaynabo	Puerto Rico	949
5327	Guaynabo	Puerto Rico	901
5328	Toa Baja	Puerto Rico	949
5329	Bayamón	Puerto Rico	680
5330	San Juan	Puerto Rico	949
5331	Toa Baja	Puerto Rico	949
5332	Bayamón	Puerto Rico	725
5333	Mayagüez	Puerto Rico	901
5334	Caguas	Puerto Rico	976
5335	Mayagüez	Puerto Rico	725
5336	Arecibo	Puerto Rico	969
5337	Trujillo Alto	Puerto Rico	976
5338	Guaynabo	Puerto Rico	983
5339	Carolina	Puerto Rico	612
5340	Trujillo Alto	Puerto Rico	976
5341	Arecibo	Puerto Rico	969
5342	Arecibo	Puerto Rico	969
5343	San Juan	Puerto Rico	612
5344	Bayamón	Puerto Rico	725
5345	Carolina	Puerto Rico	716
5346	San Juan	Puerto Rico	901
5347	Carolina	Puerto Rico	983
5348	Caguas	Puerto Rico	983
5349	San Juan	Puerto Rico	901
5350	Arecibo	Puerto Rico	680
5351	Arecibo	Puerto Rico	969
5352	San Juan	Puerto Rico	680
5353	Arecibo	Puerto Rico	976
5354	Carolina	Puerto Rico	680
5355	Carolina	Puerto Rico	959
5356	Trujillo Alto	Puerto Rico	901
5357	Toa Baja	Puerto Rico	949
5358	Caguas	Puerto Rico	612
5359	Arecibo	Puerto Rico	612
5360	Arecibo	Puerto Rico	969
5361	Bayamón	Puerto Rico	716
5362	Mayagüez	Puerto Rico	725
5363	Caguas	Puerto Rico	680
5364	Arecibo	Puerto Rico	983
5365	San Juan	Puerto Rico	949
5366	Caguas	Puerto Rico	983
5367	Bayamón	Puerto Rico	901
5368	Trujillo Alto	Puerto Rico	969
5369	Ponce	Puerto Rico	901
5370	Carolina	Puerto Rico	901
5371	Trujillo Alto	Puerto Rico	901
5372	Mayagüez	Puerto Rico	612
5373	Toa Baja	Puerto Rico	949
5374	Bayamón	Puerto Rico	725
5375	Caguas	Puerto Rico	983
5376	Caguas	Puerto Rico	725
5377	Carolina	Puerto Rico	725
5378	Bayamón	Puerto Rico	725
5379	Mayagüez	Puerto Rico	901
5380	Ponce	Puerto Rico	976
5381	Arecibo	Puerto Rico	969
5382	Bayamón	Puerto Rico	976
5383	Mayagüez	Puerto Rico	983
5384	Mayagüez	Puerto Rico	969
5385	Carolina	Puerto Rico	716
5386	Mayagüez	Puerto Rico	983
5387	Mayagüez	Puerto Rico	725
5388	Carolina	Puerto Rico	976
5389	Carolina	Puerto Rico	976
5390	Guaynabo	Puerto Rico	901
5391	Toa Baja	Puerto Rico	959
5392	Ponce	Puerto Rico	901
5393	Guaynabo	Puerto Rico	969
5394	Ponce	Puerto Rico	976
5395	Ponce	Puerto Rico	976
5396	Caguas	Puerto Rico	949
5397	Bayamón	Puerto Rico	949
5398	Mayagüez	Puerto Rico	976
5399	Trujillo Alto	Puerto Rico	612
5400	Bayamón	Puerto Rico	680
5401	San Juan	Puerto Rico	901
5402	Trujillo Alto	Puerto Rico	976
5403	Mayagüez	Puerto Rico	976
5404	Ponce	Puerto Rico	612
5405	Guaynabo	Puerto Rico	680
5406	Bayamón	Puerto Rico	901
5407	Guaynabo	Puerto Rico	959
5408	Mayagüez	Puerto Rico	725
5409	Arecibo	Puerto Rico	716
5410	Ponce	Puerto Rico	969
5411	Mayagüez	Puerto Rico	976
5412	Carolina	Puerto Rico	612
5413	San Juan	Puerto Rico	901
5414	Trujillo Alto	Puerto Rico	901
5415	San Juan	Puerto Rico	725
5416	Arecibo	Puerto Rico	680
5417	Bayamón	Puerto Rico	725
5418	Carolina	Puerto Rico	725
5419	Ponce	Puerto Rico	959
5420	San Juan	Puerto Rico	976
5421	Carolina	Puerto Rico	949
5422	Guaynabo	Puerto Rico	612
5423	Toa Baja	Puerto Rico	725
5424	Bayamón	Puerto Rico	725
5425	Bayamón	Puerto Rico	983
5426	Bayamón	Puerto Rico	901
5427	Ponce	Puerto Rico	959
5428	Bayamón	Puerto Rico	976
5429	Trujillo Alto	Puerto Rico	949
5430	Ponce	Puerto Rico	612
5431	Caguas	Puerto Rico	959
5432	Trujillo Alto	Puerto Rico	976
5433	San Juan	Puerto Rico	612
5434	San Juan	Puerto Rico	976
5435	Ponce	Puerto Rico	959
5436	Ponce	Puerto Rico	725
5437	Trujillo Alto	Puerto Rico	725
5438	Carolina	Puerto Rico	969
5439	San Juan	Puerto Rico	716
5440	Trujillo Alto	Puerto Rico	901
5441	Ponce	Puerto Rico	716
5442	Carolina	Puerto Rico	959
5443	Bayamón	Puerto Rico	901
5444	Carolina	Puerto Rico	716
5445	Guaynabo	Puerto Rico	716
5446	San Juan	Puerto Rico	949
5447	Ponce	Puerto Rico	725
5448	Caguas	Puerto Rico	983
5449	Toa Baja	Puerto Rico	901
5450	Mayagüez	Puerto Rico	612
5451	Caguas	Puerto Rico	949
5452	Carolina	Puerto Rico	976
5453	Bayamón	Puerto Rico	959
5454	Toa Baja	Puerto Rico	959
5455	Arecibo	Puerto Rico	959
5456	Toa Baja	Puerto Rico	969
5457	Bayamón	Puerto Rico	680
5458	San Juan	Puerto Rico	612
5459	Guaynabo	Puerto Rico	680
5460	Trujillo Alto	Puerto Rico	949
5461	Carolina	Puerto Rico	725
5462	San Juan	Puerto Rico	901
5463	Trujillo Alto	Puerto Rico	949
5464	Mayagüez	Puerto Rico	969
5465	Trujillo Alto	Puerto Rico	725
5466	Trujillo Alto	Puerto Rico	725
5467	Caguas	Puerto Rico	969
5468	Ponce	Puerto Rico	716
5469	San Juan	Puerto Rico	901
5470	Arecibo	Puerto Rico	716
5471	Guaynabo	Puerto Rico	680
5472	San Juan	Puerto Rico	680
5473	Caguas	Puerto Rico	901
5474	Ponce	Puerto Rico	716
5475	Mayagüez	Puerto Rico	983
5476	Bayamón	Puerto Rico	680
5477	Carolina	Puerto Rico	901
5478	San Juan	Puerto Rico	612
5479	Ponce	Puerto Rico	959
5480	Toa Baja	Puerto Rico	680
5481	Ponce	Puerto Rico	949
5482	Guaynabo	Puerto Rico	983
5483	Ponce	Puerto Rico	949
5484	Bayamón	Puerto Rico	949
5485	Arecibo	Puerto Rico	901
5486	Arecibo	Puerto Rico	901
5487	Bayamón	Puerto Rico	716
5488	Arecibo	Puerto Rico	716
5489	Mayagüez	Puerto Rico	949
